amount,REGION,PRODUCTID,FAMILY_ALIAS
8,East,8,"Cream Soda"
12.8,East,8,"Cream Soda"
7.2,East,8,"Cream Soda"
5.6,East,8,"Cream Soda"
4.1,East,8,"Cream Soda"
0.1,East,8,"Cream Soda"
0.2,East,8,"Cream Soda"
0.2,East,8,"Cream Soda"
15.6,East,8,"Cream Soda"
4.2,East,8,"Cream Soda"
19.4,East,8,"Cream Soda"
0.6,East,8,"Cream Soda"
180,East,8,"Cream Soda"
60,East,8,"Cream Soda"
60,East,8,"Cream Soda"
60,East,8,"Cream Soda"
11.2,East,8,"Cream Soda"
49.7,East,8,"Cream Soda"
1.4,East,8,"Cream Soda"
7.7,East,8,"Cream Soda"
56.8,East,8,"Cream Soda"
19.2,East,8,"Cream Soda"
4,East,8,"Cream Soda"
3.2,East,8,"Cream Soda"
3.2,East,8,"Cream Soda"
73.6,East,8,"Cream Soda"
7.8,East,8,"Cream Soda"
31.2,East,8,"Cream Soda"
21,East,8,"Cream Soda"
36,East,8,"Cream Soda"
24,East,8,"Cream Soda"
44.8,East,8,"Cream Soda"
25.2,East,8,"Cream Soda"
28,East,8,"Cream Soda"
20.5,East,8,"Cream Soda"
0.5,East,8,"Cream Soda"
1,East,8,"Cream Soda"
0.7,East,8,"Cream Soda"
54.6,East,8,"Cream Soda"
14.7,East,8,"Cream Soda"
77.6,East,8,"Cream Soda"
2.4,East,8,"Cream Soda"
45,East,11,"Fruit Soda"
45,East,11,"Fruit Soda"
8.55,East,11,"Fruit Soda"
35.1,East,11,"Fruit Soda"
1.35,East,11,"Fruit Soda"
7.99,East,11,"Fruit Soda"
39.01,East,11,"Fruit Soda"
49,East,11,"Fruit Soda"
13.34,East,11,"Fruit Soda"
15.08,East,11,"Fruit Soda"
29.58,East,11,"Fruit Soda"
61,East,11,"Fruit Soda"
30.87,East,11,"Fruit Soda"
6.93,East,11,"Fruit Soda"
24.57,East,11,"Fruit Soda"
0.63,East,11,"Fruit Soda"
48,East,11,"Fruit Soda"
52,East,11,"Fruit Soda"
4.29,East,11,"Fruit Soda"
4.29,East,11,"Fruit Soda"
24.96,East,11,"Fruit Soda"
5.46,East,11,"Fruit Soda"
13.12,East,11,"Fruit Soda"
11.07,East,11,"Fruit Soda"
16.81,East,11,"Fruit Soda"
18,East,11,"Fruit Soda"
18,East,11,"Fruit Soda"
3.42,East,11,"Fruit Soda"
14.04,East,11,"Fruit Soda"
0.54,East,11,"Fruit Soda"
3.23,East,11,"Fruit Soda"
15.77,East,11,"Fruit Soda"
20,East,11,"Fruit Soda"
5.29,East,11,"Fruit Soda"
5.98,East,11,"Fruit Soda"
11.73,East,11,"Fruit Soda"
25,East,11,"Fruit Soda"
12.25,East,11,"Fruit Soda"
2.75,East,11,"Fruit Soda"
9.75,East,11,"Fruit Soda"
0.25,East,11,"Fruit Soda"
19,East,11,"Fruit Soda"
21,East,11,"Fruit Soda"
1.65,East,11,"Fruit Soda"
1.65,East,11,"Fruit Soda"
9.6,East,11,"Fruit Soda"
2.1,East,11,"Fruit Soda"
5.12,East,11,"Fruit Soda"
4.32,East,11,"Fruit Soda"
6.56,East,11,"Fruit Soda"
5,East,11,"Fruit Soda"
5,East,11,"Fruit Soda"
0.95,East,11,"Fruit Soda"
3.9,East,11,"Fruit Soda"
0.15,East,11,"Fruit Soda"
0.85,East,11,"Fruit Soda"
4.15,East,11,"Fruit Soda"
5,East,11,"Fruit Soda"
1.38,East,11,"Fruit Soda"
1.56,East,11,"Fruit Soda"
3.06,East,11,"Fruit Soda"
7,East,11,"Fruit Soda"
3.43,East,11,"Fruit Soda"
0.77,East,11,"Fruit Soda"
2.73,East,11,"Fruit Soda"
0.07,East,11,"Fruit Soda"
5,East,11,"Fruit Soda"
5,East,11,"Fruit Soda"
0.44,East,11,"Fruit Soda"
0.44,East,11,"Fruit Soda"
2.56,East,11,"Fruit Soda"
0.56,East,11,"Fruit Soda"
1.28,East,11,"Fruit Soda"
1.08,East,11,"Fruit Soda"
1.64,East,11,"Fruit Soda"
11,East,11,"Fruit Soda"
11,East,11,"Fruit Soda"
2.09,East,11,"Fruit Soda"
8.58,East,11,"Fruit Soda"
0.33,East,11,"Fruit Soda"
1.87,East,11,"Fruit Soda"
9.13,East,11,"Fruit Soda"
11,East,11,"Fruit Soda"
2.53,East,11,"Fruit Soda"
2.86,East,11,"Fruit Soda"
5.61,East,11,"Fruit Soda"
11,East,11,"Fruit Soda"
5.39,East,11,"Fruit Soda"
1.21,East,11,"Fruit Soda"
4.29,East,11,"Fruit Soda"
0.11,East,11,"Fruit Soda"
11,East,11,"Fruit Soda"
11,East,11,"Fruit Soda"
1.21,East,11,"Fruit Soda"
1.21,East,11,"Fruit Soda"
7.04,East,11,"Fruit Soda"
1.54,East,11,"Fruit Soda"
3.52,East,11,"Fruit Soda"
2.97,East,11,"Fruit Soda"
4.51,East,11,"Fruit Soda"
1,East,11,"Fruit Soda"
1,East,11,"Fruit Soda"
0.23,East,11,"Fruit Soda"
0.26,East,11,"Fruit Soda"
0.51,East,11,"Fruit Soda"
1,East,11,"Fruit Soda"
1,East,11,"Fruit Soda"
1,East,11,"Fruit Soda"
0.11,East,11,"Fruit Soda"
0.11,East,11,"Fruit Soda"
0.64,East,11,"Fruit Soda"
0.14,East,11,"Fruit Soda"
821,East,11,"Fruit Soda"
42,East,11,"Fruit Soda"
43,East,11,"Fruit Soda"
9.31,East,11,"Fruit Soda"
38.22,East,11,"Fruit Soda"
1.47,East,11,"Fruit Soda"
9.52,East,11,"Fruit Soda"
46.48,East,11,"Fruit Soda"
63,East,11,"Fruit Soda"
15.87,East,11,"Fruit Soda"
17.94,East,11,"Fruit Soda"
35.19,East,11,"Fruit Soda"
58,East,11,"Fruit Soda"
29.4,East,11,"Fruit Soda"
6.6,East,11,"Fruit Soda"
23.4,East,11,"Fruit Soda"
0.6,East,11,"Fruit Soda"
46,East,11,"Fruit Soda"
54,East,11,"Fruit Soda"
4.62,East,11,"Fruit Soda"
4.62,East,11,"Fruit Soda"
26.88,East,11,"Fruit Soda"
5.88,East,11,"Fruit Soda"
12.48,East,11,"Fruit Soda"
10.53,East,11,"Fruit Soda"
15.99,East,11,"Fruit Soda"
30.8,East,11,"Fruit Soda"
1.6,East,11,"Fruit Soda"
7.6,East,11,"Fruit Soda"
14.8,East,11,"Fruit Soda"
19.6,East,11,"Fruit Soda"
5.6,East,11,"Fruit Soda"
10.4,East,11,"Fruit Soda"
29.6,East,11,"Fruit Soda"
50,East,11,"Fruit Soda"
42.5,East,11,"Fruit Soda"
1.5,East,11,"Fruit Soda"
6,East,11,"Fruit Soda"
32.4,East,11,"Fruit Soda"
27.6,East,11,"Fruit Soda"
0.6,East,11,"Fruit Soda"
1.2,East,11,"Fruit Soda"
2.4,East,11,"Fruit Soda"
55.8,East,11,"Fruit Soda"
3,East,11,"Fruit Soda"
5.4,East,11,"Fruit Soda"
51.6,East,11,"Fruit Soda"
14.5,East,11,"Fruit Soda"
35.5,East,11,"Fruit Soda"
30.5,East,11,"Fruit Soda"
9.5,East,11,"Fruit Soda"
3,East,11,"Fruit Soda"
7,East,11,"Fruit Soda"
8,East,11,"Fruit Soda"
7.2,East,11,"Fruit Soda"
24.8,East,11,"Fruit Soda"
4,East,11,"Fruit Soda"
0.4,East,11,"Fruit Soda"
1.6,East,11,"Fruit Soda"
34,East,11,"Fruit Soda"
7.7,East,11,"Fruit Soda"
0.4,East,11,"Fruit Soda"
1.9,East,11,"Fruit Soda"
3.7,East,11,"Fruit Soda"
4.9,East,11,"Fruit Soda"
1.4,East,11,"Fruit Soda"
2.6,East,11,"Fruit Soda"
7.4,East,11,"Fruit Soda"
20,East,11,"Fruit Soda"
17,East,11,"Fruit Soda"
0.6,East,11,"Fruit Soda"
2.4,East,11,"Fruit Soda"
10.8,East,11,"Fruit Soda"
9.2,East,11,"Fruit Soda"
0.2,East,11,"Fruit Soda"
0.4,East,11,"Fruit Soda"
0.8,East,11,"Fruit Soda"
18.6,East,11,"Fruit Soda"
1,East,11,"Fruit Soda"
1.8,East,11,"Fruit Soda"
17.2,East,11,"Fruit Soda"
5.8,East,11,"Fruit Soda"
14.2,East,11,"Fruit Soda"
12.2,East,11,"Fruit Soda"
3.8,East,11,"Fruit Soda"
1.2,East,11,"Fruit Soda"
2.8,East,11,"Fruit Soda"
2,East,11,"Fruit Soda"
1.8,East,11,"Fruit Soda"
6.2,East,11,"Fruit Soda"
0.1,East,11,"Fruit Soda"
1,East,11,"Fruit Soda"
0.4,East,11,"Fruit Soda"
8.5,East,11,"Fruit Soda"
7.7,East,11,"Fruit Soda"
0.4,East,11,"Fruit Soda"
1.9,East,11,"Fruit Soda"
3.7,East,11,"Fruit Soda"
4.9,East,11,"Fruit Soda"
1.4,East,11,"Fruit Soda"
2.6,East,11,"Fruit Soda"
7.4,East,11,"Fruit Soda"
10,East,11,"Fruit Soda"
8.5,East,11,"Fruit Soda"
0.3,East,11,"Fruit Soda"
1.2,East,11,"Fruit Soda"
5.4,East,11,"Fruit Soda"
4.6,East,11,"Fruit Soda"
0.1,East,11,"Fruit Soda"
0.2,East,11,"Fruit Soda"
0.4,East,11,"Fruit Soda"
9.3,East,11,"Fruit Soda"
0.5,East,11,"Fruit Soda"
0.9,East,11,"Fruit Soda"
8.6,East,11,"Fruit Soda"
2.9,East,11,"Fruit Soda"
7.1,East,11,"Fruit Soda"
2,East,11,"Fruit Soda"
1.8,East,11,"Fruit Soda"
6.2,East,11,"Fruit Soda"
0.1,East,11,"Fruit Soda"
1,East,11,"Fruit Soda"
0.4,East,11,"Fruit Soda"
8.5,East,11,"Fruit Soda"
623.7,East,11,"Fruit Soda"
32.4,East,11,"Fruit Soda"
153.9,East,11,"Fruit Soda"
30.8,East,11,"Fruit Soda"
1.6,East,11,"Fruit Soda"
7.6,East,11,"Fruit Soda"
14.8,East,11,"Fruit Soda"
19.6,East,11,"Fruit Soda"
5.6,East,11,"Fruit Soda"
10.4,East,11,"Fruit Soda"
29.6,East,11,"Fruit Soda"
50,East,11,"Fruit Soda"
51,East,11,"Fruit Soda"
1.8,East,11,"Fruit Soda"
7.2,East,11,"Fruit Soda"
32.4,East,11,"Fruit Soda"
27.6,East,11,"Fruit Soda"
0.5,East,11,"Fruit Soda"
1,East,11,"Fruit Soda"
2,East,11,"Fruit Soda"
46.5,East,11,"Fruit Soda"
2.5,East,11,"Fruit Soda"
4.5,East,11,"Fruit Soda"
43,East,11,"Fruit Soda"
11.6,East,11,"Fruit Soda"
28.4,East,11,"Fruit Soda"
24.4,East,11,"Fruit Soda"
7.6,East,11,"Fruit Soda"
2.4,East,11,"Fruit Soda"
5.6,East,11,"Fruit Soda"
8,East,11,"Fruit Soda"
7.2,East,11,"Fruit Soda"
24.8,East,11,"Fruit Soda"
0.3,East,11,"Fruit Soda"
3,East,11,"Fruit Soda"
1.2,East,11,"Fruit Soda"
25.5,East,11,"Fruit Soda"
43,East,13,"Fruit Soda"
43,East,13,"Fruit Soda"
43,East,13,"Fruit Soda"
8.6,East,13,"Fruit Soda"
34.4,East,13,"Fruit Soda"
43,East,13,"Fruit Soda"
27.09,East,13,"Fruit Soda"
2.58,East,13,"Fruit Soda"
6.45,East,13,"Fruit Soda"
6.88,East,13,"Fruit Soda"
2.15,East,13,"Fruit Soda"
40.85,East,13,"Fruit Soda"
3.44,East,13,"Fruit Soda"
5.16,East,13,"Fruit Soda"
34.4,East,13,"Fruit Soda"
28.38,East,13,"Fruit Soda"
14.62,East,13,"Fruit Soda"
43,East,13,"Fruit Soda"
43,East,13,"Fruit Soda"
33.54,East,13,"Fruit Soda"
9.46,East,13,"Fruit Soda"
17,East,13,"Fruit Soda"
4,East,13,"Fruit Soda"
11,East,13,"Fruit Soda"
11,East,13,"Fruit Soda"
11,East,13,"Fruit Soda"
2.2,East,13,"Fruit Soda"
8.8,East,13,"Fruit Soda"
11,East,13,"Fruit Soda"
6.93,East,13,"Fruit Soda"
0.66,East,13,"Fruit Soda"
1.65,East,13,"Fruit Soda"
1.76,East,13,"Fruit Soda"
0.55,East,13,"Fruit Soda"
10.45,East,13,"Fruit Soda"
0.88,East,13,"Fruit Soda"
1.32,East,13,"Fruit Soda"
8.8,East,13,"Fruit Soda"
7.26,East,13,"Fruit Soda"
3.74,East,13,"Fruit Soda"
11,East,13,"Fruit Soda"
11,East,13,"Fruit Soda"
8.58,East,13,"Fruit Soda"
2.42,East,13,"Fruit Soda"
0.05,East,13,"Fruit Soda"
0.95,East,13,"Fruit Soda"
0.08,East,13,"Fruit Soda"
0.12,East,13,"Fruit Soda"
0.8,East,13,"Fruit Soda"
0.66,East,13,"Fruit Soda"
0.34,East,13,"Fruit Soda"
777,East,13,"Fruit Soda"
40,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
19.6,East,13,"Fruit Soda"
7.2,East,13,"Fruit Soda"
13.2,East,13,"Fruit Soda"
15.2,East,13,"Fruit Soda"
24.8,East,13,"Fruit Soda"
40,East,13,"Fruit Soda"
0.4,East,13,"Fruit Soda"
12.4,East,13,"Fruit Soda"
26.4,East,13,"Fruit Soda"
0.8,East,13,"Fruit Soda"
26.8,East,13,"Fruit Soda"
13.2,East,13,"Fruit Soda"
40,East,13,"Fruit Soda"
11.6,East,13,"Fruit Soda"
1.6,East,13,"Fruit Soda"
8.4,East,13,"Fruit Soda"
18.4,East,13,"Fruit Soda"
2.4,East,13,"Fruit Soda"
37.6,East,13,"Fruit Soda"
8.8,East,13,"Fruit Soda"
30,East,13,"Fruit Soda"
1.2,East,13,"Fruit Soda"
40,East,13,"Fruit Soda"
10.4,East,13,"Fruit Soda"
1.6,East,13,"Fruit Soda"
27.2,East,13,"Fruit Soda"
0.8,East,13,"Fruit Soda"
15.2,East,13,"Fruit Soda"
17.6,East,13,"Fruit Soda"
7.2,East,13,"Fruit Soda"
4.9,East,13,"Fruit Soda"
1.8,East,13,"Fruit Soda"
3.3,East,13,"Fruit Soda"
4.9,East,13,"Fruit Soda"
1.8,East,13,"Fruit Soda"
3.3,East,13,"Fruit Soda"
3.8,East,13,"Fruit Soda"
6.2,East,13,"Fruit Soda"
10,East,13,"Fruit Soda"
0.1,East,13,"Fruit Soda"
3.1,East,13,"Fruit Soda"
6.6,East,13,"Fruit Soda"
0.2,East,13,"Fruit Soda"
6.7,East,13,"Fruit Soda"
3.3,East,13,"Fruit Soda"
10,East,13,"Fruit Soda"
2.9,East,13,"Fruit Soda"
0.4,East,13,"Fruit Soda"
2.1,East,13,"Fruit Soda"
4.6,East,13,"Fruit Soda"
0.6,East,13,"Fruit Soda"
9.4,East,13,"Fruit Soda"
2.2,East,13,"Fruit Soda"
7.5,East,13,"Fruit Soda"
0.3,East,13,"Fruit Soda"
2.6,East,13,"Fruit Soda"
0.4,East,13,"Fruit Soda"
6.8,East,13,"Fruit Soda"
0.2,East,13,"Fruit Soda"
3.8,East,13,"Fruit Soda"
4.4,East,13,"Fruit Soda"
1.8,East,13,"Fruit Soda"
372.4,East,13,"Fruit Soda"
136.8,East,13,"Fruit Soda"
250.8,East,13,"Fruit Soda"
14.7,East,13,"Fruit Soda"
5.4,East,13,"Fruit Soda"
9.9,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
0,East,13,"Fruit Soda"
501.72,West,1,Colas
176.28,West,1,Colas
96.75,West,1,Colas
19.35,West,1,Colas
316.05,West,1,Colas
212.85,West,1,Colas
675,West,1,Colas
633.68,West,1,Colas
28.48,West,1,Colas
14.24,West,1,Colas
35.6,West,1,Colas
241.92,West,1,Colas
136.08,West,1,Colas
378,West,1,Colas
436.1,West,1,Colas
453.9,West,1,Colas
36.48,West,1,Colas
866.4,West,1,Colas
9.12,West,1,Colas
910,West,1,Colas
276.5,West,1,Colas
173.8,West,1,Colas
173.8,West,1,Colas
165.9,West,1,Colas
84.5,West,1,Colas
325,West,1,Colas
240.5,West,1,Colas
299.04,West,1,Colas
323.96,West,1,Colas
699,West,1,Colas
200.54,West,1,Colas
70.46,West,1,Colas
38.7,West,1,Colas
7.74,West,1,Colas
126.42,West,1,Colas
85.14,West,1,Colas
270,West,1,Colas
252.76,West,1,Colas
11.36,West,1,Colas
5.68,West,1,Colas
14.2,West,1,Colas
96.64,West,1,Colas
54.36,West,1,Colas
151,West,1,Colas
174.44,West,1,Colas
181.56,West,1,Colas
14.56,West,1,Colas
345.8,West,1,Colas
3.64,West,1,Colas
364,West,1,Colas
110.6,West,1,Colas
69.52,West,1,Colas
69.52,West,1,Colas
66.36,West,1,Colas
33.8,West,1,Colas
130,West,1,Colas
96.2,West,1,Colas
119.52,West,1,Colas
129.48,West,1,Colas
279,West,1,Colas
69.56,West,1,Colas
24.44,West,1,Colas
13.5,West,1,Colas
2.7,West,1,Colas
44.1,West,1,Colas
29.7,West,1,Colas
94,West,1,Colas
88.11,West,1,Colas
3.96,West,1,Colas
1.98,West,1,Colas
4.95,West,1,Colas
33.6,West,1,Colas
18.9,West,1,Colas
52.5,West,1,Colas
60.76,West,1,Colas
63.24,West,1,Colas
5.08,West,1,Colas
120.65,West,1,Colas
1.27,West,1,Colas
127,West,1,Colas
38.5,West,1,Colas
24.2,West,1,Colas
24.2,West,1,Colas
23.1,West,1,Colas
11.83,West,1,Colas
45.5,West,1,Colas
33.67,West,1,Colas
41.76,West,1,Colas
45.24,West,1,Colas
97,West,1,Colas
37.74,West,1,Colas
13.26,West,1,Colas
7.65,West,1,Colas
1.53,West,1,Colas
24.99,West,1,Colas
16.83,West,1,Colas
51,West,1,Colas
47.17,West,1,Colas
2.12,West,1,Colas
1.06,West,1,Colas
2.65,West,1,Colas
16.96,West,1,Colas
9.54,West,1,Colas
26.5,West,1,Colas
25.97,West,1,Colas
27.03,West,1,Colas
2.04,West,1,Colas
48.45,West,1,Colas
0.51,West,1,Colas
51,West,1,Colas
17.85,West,1,Colas
11.22,West,1,Colas
11.22,West,1,Colas
10.71,West,1,Colas
6.63,West,1,Colas
25.5,West,1,Colas
18.87,West,1,Colas
24.48,West,1,Colas
26.52,West,1,Colas
51,West,1,Colas
0.15,West,1,Colas
0.03,West,1,Colas
0.49,West,1,Colas
0.33,West,1,Colas
1,West,1,Colas
0.32,West,1,Colas
0.18,West,1,Colas
0.5,West,1,Colas
0.13,West,1,Colas
0.5,West,1,Colas
0.37,West,1,Colas
0.48,West,1,Colas
0.52,West,1,Colas
1,West,1,Colas
1554.74,West,1,Colas
546.26,West,1,Colas
476.56,West,1,Colas
167.44,West,1,Colas
92.85,West,1,Colas
18.57,West,1,Colas
303.31,West,1,Colas
204.27,West,1,Colas
742,West,1,Colas
760.06,West,1,Colas
34.16,West,1,Colas
17.08,West,1,Colas
42.7,West,1,Colas
314.24,West,1,Colas
176.76,West,1,Colas
491,West,1,Colas
523.32,West,1,Colas
544.68,West,1,Colas
35,West,1,Colas
831.25,West,1,Colas
8.75,West,1,Colas
873,West,1,Colas
265.3,West,1,Colas
166.76,West,1,Colas
166.76,West,1,Colas
159.18,West,1,Colas
88.66,West,1,Colas
341,West,1,Colas
252.34,West,1,Colas
328.8,West,1,Colas
356.2,West,1,Colas
671,West,1,Colas
840,West,1,Colas
800,West,1,Colas
260.4,West,1,Colas
579.6,West,1,Colas
382.7,West,1,Colas
249.2,West,1,Colas
258.1,West,1,Colas
37.6,West,1,Colas
902.4,West,1,Colas
11.1,West,1,Colas
643.8,West,1,Colas
455.1,West,1,Colas
250.8,West,1,Colas
524.4,West,1,Colas
364.8,West,1,Colas
1130,West,1,Colas
715.4,West,1,Colas
19.6,West,1,Colas
245,West,1,Colas
76.8,West,1,Colas
278.4,West,1,Colas
316.8,West,1,Colas
288,West,1,Colas
118.4,West,1,Colas
621.6,West,1,Colas
688.9,West,1,Colas
107.9,West,1,Colas
16.6,West,1,Colas
16.6,West,1,Colas
340,West,1,Colas
320,West,1,Colas
105.4,West,1,Colas
234.6,West,1,Colas
150.5,West,1,Colas
98,West,1,Colas
101.5,West,1,Colas
15.2,West,1,Colas
364.8,West,1,Colas
4.4,West,1,Colas
255.2,West,1,Colas
180.4,West,1,Colas
99,West,1,Colas
207,West,1,Colas
144,West,1,Colas
450,West,1,Colas
284.7,West,1,Colas
7.8,West,1,Colas
97.5,West,1,Colas
30.4,West,1,Colas
110.2,West,1,Colas
125.4,West,1,Colas
114,West,1,Colas
46.4,West,1,Colas
243.6,West,1,Colas
273.9,West,1,Colas
42.9,West,1,Colas
6.6,West,1,Colas
6.6,West,1,Colas
90,West,1,Colas
80,West,1,Colas
27.9,West,1,Colas
62.1,West,1,Colas
38.7,West,1,Colas
25.2,West,1,Colas
26.1,West,1,Colas
4,West,1,Colas
96,West,1,Colas
1.2,West,1,Colas
69.6,West,1,Colas
49.2,West,1,Colas
26.4,West,1,Colas
55.2,West,1,Colas
38.4,West,1,Colas
120,West,1,Colas
73,West,1,Colas
2,West,1,Colas
25,West,1,Colas
6.4,West,1,Colas
23.2,West,1,Colas
26.4,West,1,Colas
24,West,1,Colas
14.4,West,1,Colas
75.6,West,1,Colas
83,West,1,Colas
13,West,1,Colas
2,West,1,Colas
2,West,1,Colas
40,West,1,Colas
40,West,1,Colas
12.4,West,1,Colas
27.6,West,1,Colas
21.5,West,1,Colas
14,West,1,Colas
14.5,West,1,Colas
2,West,1,Colas
48,West,1,Colas
0.5,West,1,Colas
29,West,1,Colas
20.5,West,1,Colas
8.8,West,1,Colas
18.4,West,1,Colas
12.8,West,1,Colas
40,West,1,Colas
29.2,West,1,Colas
0.8,West,1,Colas
10,West,1,Colas
2.4,West,1,Colas
8.7,West,1,Colas
9.9,West,1,Colas
9,West,1,Colas
8,West,1,Colas
42,West,1,Colas
41.5,West,1,Colas
6.5,West,1,Colas
1,West,1,Colas
1,West,1,Colas
2520,West,1,Colas
750,West,1,Colas
720,West,1,Colas
266.6,West,1,Colas
593.4,West,1,Colas
425.7,West,1,Colas
277.2,West,1,Colas
287.1,West,1,Colas
45.6,West,1,Colas
1094.4,West,1,Colas
12.4,West,1,Colas
719.2,West,1,Colas
508.4,West,1,Colas
224.4,West,1,Colas
469.2,West,1,Colas
326.4,West,1,Colas
1020,West,1,Colas
642.4,West,1,Colas
17.6,West,1,Colas
220,West,1,Colas
71.2,West,1,Colas
258.1,West,1,Colas
293.7,West,1,Colas
267,West,1,Colas
123.2,West,1,Colas
646.8,West,1,Colas
622.5,West,1,Colas
97.5,West,1,Colas
15,West,1,Colas
15,West,1,Colas
29.5,West,2,Colas
2.36,West,2,Colas
86.14,West,2,Colas
9.76,West,2,Colas
3.66,West,2,Colas
103.7,West,2,Colas
4.88,West,2,Colas
24.13,West,2,Colas
102.87,West,2,Colas
106.53,West,2,Colas
1.59,West,2,Colas
12.72,West,2,Colas
38.16,West,2,Colas
79.87,West,2,Colas
83.13,West,2,Colas
169,West,2,Colas
202,West,2,Colas
166,West,2,Colas
109.02,West,2,Colas
28.98,West,2,Colas
130,West,2,Colas
96.36,West,2,Colas
1.46,West,2,Colas
48.18,West,2,Colas
107.52,West,2,Colas
11.52,West,2,Colas
72.96,West,2,Colas
36,West,2,Colas
2.88,West,2,Colas
105.12,West,2,Colas
11.84,West,2,Colas
4.44,West,2,Colas
125.8,West,2,Colas
5.92,West,2,Colas
29.26,West,2,Colas
124.74,West,2,Colas
127.97,West,2,Colas
1.91,West,2,Colas
15.28,West,2,Colas
45.84,West,2,Colas
95.55,West,2,Colas
99.45,West,2,Colas
200,West,2,Colas
238,West,2,Colas
196,West,2,Colas
127.98,West,2,Colas
34.02,West,2,Colas
154,West,2,Colas
114.18,West,2,Colas
1.73,West,2,Colas
57.09,West,2,Colas
125.44,West,2,Colas
13.44,West,2,Colas
85.12,West,2,Colas
11.75,West,2,Colas
0.94,West,2,Colas
34.31,West,2,Colas
3.84,West,2,Colas
1.44,West,2,Colas
40.8,West,2,Colas
1.92,West,2,Colas
9.5,West,2,Colas
40.5,West,2,Colas
42.21,West,2,Colas
0.63,West,2,Colas
5.04,West,2,Colas
15.12,West,2,Colas
31.36,West,2,Colas
32.64,West,2,Colas
66,West,2,Colas
78,West,2,Colas
64,West,2,Colas
41.87,West,2,Colas
11.13,West,2,Colas
50,West,2,Colas
37.62,West,2,Colas
0.57,West,2,Colas
18.81,West,2,Colas
40.88,West,2,Colas
4.38,West,2,Colas
27.74,West,2,Colas
10.75,West,2,Colas
0.86,West,2,Colas
31.39,West,2,Colas
3.44,West,2,Colas
1.29,West,2,Colas
36.55,West,2,Colas
1.72,West,2,Colas
8.17,West,2,Colas
34.83,West,2,Colas
30.15,West,2,Colas
0.45,West,2,Colas
3.6,West,2,Colas
10.8,West,2,Colas
22.05,West,2,Colas
22.95,West,2,Colas
45,West,2,Colas
43,West,2,Colas
43,West,2,Colas
33.97,West,2,Colas
9.03,West,2,Colas
43,West,2,Colas
28.38,West,2,Colas
0.43,West,2,Colas
14.19,West,2,Colas
24.08,West,2,Colas
2.58,West,2,Colas
16.34,West,2,Colas
0.25,West,2,Colas
0.02,West,2,Colas
0.73,West,2,Colas
0.19,West,2,Colas
0.81,West,2,Colas
0.67,West,2,Colas
0.01,West,2,Colas
0.08,West,2,Colas
0.24,West,2,Colas
0.49,West,2,Colas
0.51,West,2,Colas
0.56,West,2,Colas
0.06,West,2,Colas
0.38,West,2,Colas
215.5,West,2,Colas
17.24,West,2,Colas
629.26,West,2,Colas
81.75,West,2,Colas
6.54,West,2,Colas
238.71,West,2,Colas
27.12,West,2,Colas
10.17,West,2,Colas
288.15,West,2,Colas
13.56,West,2,Colas
76.57,West,2,Colas
326.43,West,2,Colas
366.49,West,2,Colas
5.47,West,2,Colas
43.76,West,2,Colas
131.28,West,2,Colas
295.96,West,2,Colas
308.04,West,2,Colas
573,West,2,Colas
544,West,2,Colas
448,West,2,Colas
293.09,West,2,Colas
77.91,West,2,Colas
385,West,2,Colas
298.98,West,2,Colas
4.53,West,2,Colas
149.49,West,2,Colas
286.72,West,2,Colas
30.72,West,2,Colas
194.56,West,2,Colas
37.8,West,2,Colas
102.2,West,2,Colas
45,West,2,Colas
15,West,2,Colas
40.5,West,2,Colas
49.5,West,2,Colas
97.5,West,2,Colas
7.5,West,2,Colas
45,West,2,Colas
43.7,West,2,Colas
146.3,West,2,Colas
200,West,2,Colas
210,West,2,Colas
237.5,West,2,Colas
10,West,2,Colas
2.5,West,2,Colas
164,West,2,Colas
36,West,2,Colas
